Company_Brand,Sector,Stage,Amount($),HeadQuarter,What_it_does,Year
GENLEAP,technology,Seed,8000000.0,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021
Planys,technology,Pre-series A,1600000.0,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021
Wonderchef,technology,Unknown,20000000.0,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021
GoKwik,technology,Series A,15000000.0,Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021
Velocity,finance_and_banking,Series A,20000000.0,Bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021
SalaryBox,finance_and_banking,Seed,4000000.0,Gurugram,SalaryBox is solution that makes employee management effortless.,2021
Boingg,technology,Seed,200000.0,Gurugram,D2C furniture brand,2021
Better Capital,finance_and_banking,Unknown,15000000.0,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021
Tickertape,finance_and_banking,Unknown,5000000.0,Bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021
Zenpay Solutions,finance_and_banking,Unknown,3500000.0,Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021
Disprz,e_commerce,Series B,13000000.0,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021
Arbo Works,technology,Unknown,3500000.0,"Mountain View, CA",Finance technology,2021
Inzpira,e_commerce,Seed,300000.0,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021
Defy,finance_and_banking,Unknown,5500000.0,Bangalore,Building India's first social crypto exchange,2021
Mindhouse,health_and_wellness,Seed,6000000.0,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021
Homversity,real_estate_and_construction,Unknown,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021
Toppersnotes,education_and_learning,Seed,1000000.0,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021
NoBroker.com,real_estate_and_construction,Series E,2100000.0,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021
Haber,manufacturing_and_industrial,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",2021
True Balance,finance_and_banking,Unknown,30000000.0,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021
Recordent,finance_and_banking,Unknown,400000.0,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021
Koparo,technology,Seed,700000.0,Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021
Indifi,finance_and_banking,Unknown,40000000.0,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021
Settl,real_estate_and_construction,Seed,500000.0,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021
Park+,technology,Series B,25000000.0,Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021
Simple Energy,automotive_and_transportation,Pre-series,21000000.0,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021
Dream Sports,sports_and_gaming,Unknown,840000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021
Spinny,automotive_and_transportation,Series E,248000000.0,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021
Rentomojo,real_estate_and_construction,Unknown,10000000.0,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021
Slice,finance_and_banking,Series B,220000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021
21K School,e_commerce,Pre-series A,5000000.0,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021
Adda247,e_commerce,Series B,20000000.0,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021
Loop Health,health_and_wellness,Unknown,12000000.0,Pune,India's first health insurance with unlimited primary care for employees.,2021
Rupifi,finance_and_banking,Debt,1000000.0,Bangalore,Embedded Lending for Small Businesses,2021
RENEE Cosmetics,fashion_and_lifestyle,Pre-series A,1500000.0,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021
Svish,technology,Seed,400000.0,Gurugram,D2C personal hygiene startup,2021
Progcap,technology,Series C,30000000.0,Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021
Smartstaff,technology,Unknown,4300000.0,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021
D’Moksha Homes,manufacturing_and_industrial,Seed,570000.0,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021
ANS Commerce,e_commerce,Pre-series A,2200000.0,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021
Mobileware Technologies,technology,Unknown,4700000.0,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021
GramCover,finance_and_banking,Series A,7000000.0,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021
BYJU'S,education_and_learning,Unknown,300000000.0,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021
Hyperface,technology,Unknown,1300000.0,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021
Licious,automotive_and_transportation,Series G,52000000.0,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021
Chalo,automotive_and_transportation,Series C,40000000.0,Mumbai,India’s #1 bus transport technology company.,2021
Kaar Technologies,technology,Unknown,4000000.0,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021
Kissan Pro,agriculture_and_food,Unknown,3500000.0,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021
Sunstone Eduversity,education_and_learning,Series B,28000000.0,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021
Ozonetel,telecommunication_and_networking,Series A,5000000.0,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021
CoinSwitch Kuber,finance_and_banking,Series C,260000000.0,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021
Pazcare,finance_and_banking,Seed,3500000.0,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021
kWh Bikes,automotive_and_transportation,Seed,2000000.0,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021
IBSFINtech,technology,Pre-series A,1000000.0,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021
LeadSquared,technology,Unknown,3500000.0,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021
Phool.co,energy_and_environment,Unknown,3500000.0,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021
Twin Health,health_and_wellness,Series C,140000000.0,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021
Trica,finance_and_banking,Seed,3000000.0,Mumbai,Powering private markets - A technology platform for startups and investors.,2021
mHealth,health_and_wellness,Seed,3500000.0,Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021
Rebel Foods,technology,Series F,175000000.0,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021
ProfitWheel,finance_and_banking,Seed,3000000.0,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021
Log 9 Materials,technology,Unknown,2000000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021
Chingari,technology,Unknown,19000000.0,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021
Ishitva,technology,Pre-series A,1000000.0,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021
Ola Electric,automotive_and_transportation,Unknown,200000000.0,Bangalore,Sustainability for the future.,2021
leap.club,technology,Pre-series A,810000.0,Gurugram,A community-led professional network for women,2021
F5,technology,Pre-series A,600000.0,Delhi,One-Stop Solution for Daily Workplace Needs,2021
ForeignAdmits,education_and_learning,Seed,400000.0,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021
SALT,finance_and_banking,Pre-Seed,500000.0,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021
EarnWealth,finance_and_banking,Pre-series A,500000.0,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021
Visit Health,health_and_wellness,Unknown,7500000.0,Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021
Crater.Club,technology,Seed,700000.0,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021
NFTically,technology,Seed,1000000.0,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021
ReshaMandi,b2b_services,Series A,30000000.0,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021
Zetwerk,manufacturing_and_industrial,Unknown,600000000.0,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021
Hubilo,technology,Series B,125000000.0,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021
M2P Fintech,finance_and_banking,Series C,35000000.0,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021
Open Financial Technologies,finance_and_banking,Series C,90000000.0,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021
Niro,finance_and_banking,Seed,3500000.0,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021
Wiingy,e_commerce,Unknown,400000.0,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021
CarDekho,automotive_and_transportation,Series E,250000000.0,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021
Melorra,e_commerce,Unknown,24000000.0,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021
AnKa SumMor,services_and_support,Pre-series A,1000000.0,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021
Toch.ai,technology,Series A,11000000.0,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021
Playto Labs,e_commerce,Seed,500000.0,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021
Fraazo,automotive_and_transportation,Series B,50000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021
Arcana,technology,Unknown,2300000.0,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021
FloCareer,technology,Series A,5700000.0,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2021
Nap Chief,technology,Seed,200000.0,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021
AcknoLedger,finance_and_banking,Seed,1500000.0,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021
ApplicateAI,technology,Series A,30000000.0,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021
VLCC Health Care,health_and_wellness,Unknown,4000000.0,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021
Duroflex,technology,Unknown,60000000.0,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021
Aviom India,finance_and_banking,Series C,8000000.0,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021
Onato,technology,Unknown,2200000.0,Bangalore,A startup solving inefficiencies in the agri supply chain,2021
Mestastop Solutions,technology,Unknown,100000.0,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021
SaaS Labs,technology,Series A,17000000.0,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021
Devnagri,translation & localization,Seed,600000.0,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021
CRED,finance_and_banking,Series E,250000000.0,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021
ConveGenius,education_and_learning,Pre-Seed,5000000.0,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021
Totality,technology,Unknown,1000000.0,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021
CredAble,finance_and_banking,Series B,30000000.0,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021
MarketWolf,finance_and_banking,Seed,5500000.0,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021
Wondrlab,finance_and_banking,Pre-series A,7000000.0,Mumbai,India's largest platform-first martech startup,2021
SUN Mobility,automotive_and_transportation,Unknown,50000000.0,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021
Tamasha,technology,Pre-series A,3000000.0,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021
Revfin,finance_and_banking,Pre-series A,4000000.0,Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021
Yu Foodlabs,automotive_and_transportation,Pre-series A,1000000.0,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021
MergerDomo,finance_and_banking,Unknown,500000.0,Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021
FarMart,agriculture_and_food,Series A,10000000.0,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021
Questt,education_and_learning,Series A,6750000.0,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021
IDfy,technology,Series D,10000000.0,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021
ClearDekho,technology,Pre-series A,4000000.0,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021
BookingJini,health_and_wellness,Pre-series A,1200000.0,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021
Sourcewiz,technology,Seed,3000000.0,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021
Tvasta,manufacturing_and_industrial,Unknown,400000.0,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021
Kafqa Academy,e_commerce,Seed,1300000.0,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021
Trell,technology,Unknown,100000000.0,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021
Storia,automotive_and_transportation,Series A,6000000.0,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021
Clear,technology,Series C,75000000.0,Bangalore,India’s leading FinTech SaaS platform,2021
Groww,finance_and_banking,Series E,250000000.0,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021
The Indus Valley,technology,Unknown,1100000.0,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021
BharatPe,finance_and_banking,Unknown,10000000.0,Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021
Teachmint,e_commerce,Series B,78000000.0,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021
Porter,technology,Series E,100000000.0,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021
O4S,technology,Series A,6000000.0,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021
Wobb,finance_and_banking,Pre-Seed,200000.0,Gurugram,The platform for marketers to find and work with influencers,2021
BASIC Home Loan,finance_and_banking,Series A,3500000.0,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021
Siply,finance_and_banking,Pre-series A,3200000.0,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021
BankSathi,finance_and_banking,Unknown,500000.0,Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021
Gramophone,agriculture_and_food,Unknown,10000000.0,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021
Healofy,technology,Series B,6000000.0,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021
E42,technology,Series A,5400000.0,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021
Spottabl,services_and_support,Seed,400000.0,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021
DeHaat,technology,Series D,115000000.0,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021
Shumee,technology,Unknown,3500000.0,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021
Zolve,finance_and_banking,Series A,40000000.0,Bangalore,World's first cross-border Neobank,2021
Instoried,technology,Unknown,8000000.0,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021
SportZchain,sports_and_gaming,Pre-Seed,400000.0,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021
Hypto,technology,Seed,3000000.0,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021
CHUPPS,fashion_and_lifestyle,Pre-series A,1100000.0,Mumbai,D2C footwear brand,2021
Zenduty,technology,Pre-series A,1900000.0,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021
R for Rabbit,technology,Unknown,5000000.0,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021
Acko,finance_and_banking,Series D,255000000.0,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021
LoveLocal,technology,Pre-series B,18000000.0,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021
SupplyNote,automotive_and_transportation,Pre-series A,1200000.0,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021
Vakilsearch,services_and_support,Unknown,10000000.0,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021
Cloudphysician,health_and_wellness,Pre-series A,4000000.0,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021
Wiggles.in,health_and_wellness,Pre-series A,5500000.0,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021
Avanti Finance,finance_and_banking,Series A2,15000000.0,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021
Vanity Wagon,technology,Pre-series A,700000.0,Delhi,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2021
Purplle,e_commerce,Unknown,70000000.0,Mumbai,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2021
Wallmantra,social_and_community,Unknown,3500000.0,Noida,WallMantra is a well reputed wall decoration online store in India.,2021
MFine,health_and_wellness,Series C,48000000.0,Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2021
Aquatein,automotive_and_transportation,Seed,3500000.0,Mumbai,India's First Protein Water in 21g and 10g Variants with BCAA.,2021
Mentza,e_commerce,Seed,400000.0,Mumbai,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2021
ConnectedH,health_and_wellness,Seed,2300000.0,Gurugram,Connect different sectors of healthcare system and give the patients complete control over their information.,2021
CredAvenue,technology,Series A,90000000.0,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021
Vedantu,e_commerce,Series E,100000000.0,Bangalore,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2021
Exotel,telecommunication_and_networking,Series C,35000000.0,Bangalore,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2021
Fantasy Akhada,sports_and_gaming,Series A,2000000.0,Gurugram,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2021
Meesho,technology,Unknown,570000000.0,Bangalore,Meesho is India’s largest marketplace for longtail products.,2021
PumPumPum,automotive_and_transportation,Unknown,3500000.0,Gurugram,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,2021
Cusmat,technology,Pre-series A,100000.0,Hyderabad,CUSMAT is India’s largest immersive skilling and training platform.,2021
Homeville,technology,Unknown,7000000.0,Mumbai,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2021
Coinshift,technology,Seed,2500000.0,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021
Strip Finance,finance_and_banking,Seed,400000.0,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021
Ola Electric,automotive_and_transportation,Unknown,200000000.0,Bangalore,Charging ahead to accelerate the world’s transition to sustainable mobility.,2021
Kolo,real_estate_and_construction,Pre-Seed,550000.0,Bangalore,Home construction app for finding ideas and service providers near you,2021
Chqbook,technology,Pre-series B,5000000.0,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021
My3DSelfie,social_and_community,Pre-series A,3500000.0,Guwahati,World's first to create 3d figurine from photos,2021
EV Plugs,technology,Unknown,150000.0,Gurugram,EV charging station aggregator platform,2021
Rulezero,finance_and_banking,Seed,2500000.0,Bangalore,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2021
CredRight,finance_and_banking,Unknown,2700000.0,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2021
Karbon Card,technology,Pre-series A,12000000.0,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021
Auntie Fung,automotive_and_transportation,Unknown,400000.0,Bangalore,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2021
ePayLater,finance_and_banking,Series B,10000000.0,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2021
Fittr,health_and_wellness,Series A,11000000.0,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2021
Medikabazaar,health_and_wellness,Series C,75000000.0,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2021
Nimble Growth Organics,agriculture_and_food,Seed,3500000.0,Bangalore,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,2021
Delhivery,technology,Unknown,125000000.0,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021
Akudo,finance_and_banking,Seed,4200000.0,Bangalore,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2021
Sanctum Wealth,finance_and_banking,Unknown,10000000.0,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2021
88academics,education_and_learning,Pre-series A,3000000.0,Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2021
Upgame,sports_and_gaming,Unknown,3500000.0,Gurugram,Upgame is the leading data intelligence and practice tracking platform for golfers,2021
Sanfe,health_and_wellness,Series A,1000000.0,Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2021
PredictiVu,services_and_support,Pre-Seed,1500000.0,Gurugram,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",2021
Sterling Accuris Wellness,health_and_wellness,Unknown,30000000.0,Ahmedabad,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",2021
Bijnis,b2b_services,Series B,30000000.0,Delhi,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,2021
Capital Float,finance_and_banking,Unknown,50000000.0,Bangalore,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2021
Manch Technologies,technology,Pre-series A,1000000.0,Bangalore,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",2021
Sochcast,technology,Unknown,3500000.0,Unknown,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",2021
Glamyo Health,health_and_wellness,Series A,3000000.0,Delhi,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,2021
CashBook,technology,Seed,2300000.0,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2021
The Money Club,finance_and_banking,Pre-series A,1700000.0,Noida,The Money Club is a mobile platform for peer to peer chit funds.,2021
SuperZop,technology,Series A,4000000.0,Mumbai,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,2021
Zypp Electric,technology,Series A,7000000.0,Gurugram,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",2021
Alpha Coach,technology,Unknown,1200000.0,Mumbai,One to One Personal Fitness Coaching,2021
VRO Hospitality,health_and_wellness,Series A,3000000.0,Bangalore,One of the fastest-growing hospitality companies based out of Bangalore.,2021
byteXL,e_commerce,Unknown,200000.0,Hyderabad,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",2021
Leena AI,technology,Series B,30000000.0,Gurugram,AI to help enterprises transform the employee experience.,2021
CARS24,automotive_and_transportation,Series F,450000000.0,Gurugram,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",2021
Klub,finance_and_banking,Debt,2000000.0,Bangalore,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2021
